ID,tid,confirmed_planet
6120,TIC 359163588,0
6121,TIC 98957720,1
6122,TIC 359164428,0
6123,TIC 359185193,0
6124,TIC 359186276,0
6125,TIC 467281353,1
6126,TIC 359186433,0
6127,TIC 176442805,1
6128,TIC 359496202,0
6129,TIC 136274063,1
6130,TIC 359497229,0
6131,TIC 76989773,1
6132,TIC 359496280,0
6133,TIC 359496762,0
6134,TIC 359497418,0
6135,TIC 359497943,0
6136,TIC 285094173,1
6137,TIC 359498749,0
6138,TIC 284760740,1
6139,TIC 359498863,0
6140,TIC 381714186,1
6141,TIC 359552377,0
6142,TIC 243185500,1
6143,TIC 359552479,0
6144,TIC 359554914,0
6145,TIC 359553260,0
6146,TIC 53394475,1
6147,TIC 359556659,0
6148,TIC 1003831,1
6149,TIC 359558085,0
6150,TIC 416539317,1
6151,TIC 359583862,0
6152,TIC 373614579,1
6153,TIC 359584385,0
6154,TIC 287145649,1
6155,TIC 359584899,0
6156,TIC 269400980,1
6157,TIC 359588615,0
6158,TIC 359629597,0
6159,TIC 259151170,1
6160,TIC 359629937,0
6161,TIC 101929303,1
6162,TIC 359630869,0
6163,TIC 204698337,1
6164,TIC 359631482,0
6165,TIC 359631848,0
6166,TIC 359632304,0
6167,TIC 318828309,1
6168,TIC 359675849,0
6169,TIC 73723286,1
6170,TIC 359675817,0
6171,TIC 359676320,0
6172,TIC 339522221,1
6173,TIC 359677968,0
6174,TIC 359676790,0
6175,TIC 193641523,1
6176,TIC 359678852,0
6177,TIC 359679256,0
6178,TIC 359679943,0
6179,TIC 300579472,1
6180,TIC 364180215,0
6181,TIC 365966373,0
6182,TIC 365966375,0
6183,TIC 402026209,1
6184,TIC 365967618,0
6185,TIC 365967778,0
6186,TIC 365967737,0
6187,TIC 346626688,1
6188,TIC 365967845,0
6189,TIC 141275395,1
6190,TIC 365995311,0
6191,TIC 365995315,0
6192,TIC 239134248,1
6193,TIC 366488770,0
6194,TIC 366489106,0
6195,TIC 387413037,1
6196,TIC 366491189,0
6197,TIC 44313455,1
6198,TIC 371833573,0
6199,TIC 175176327,1
6200,TIC 371855011,0
6201,TIC 371856018,0
6202,TIC 358631536,1
6203,TIC 371234684,1
6204,TIC 372444415,0
6205,TIC 372445783,0
6206,TIC 372445820,0
6207,TIC 372685526,0
6208,TIC 373676988,0
6209,TIC 315096343,1
6210,TIC 373706507,0
6211,TIC 373706485,0
6212,TIC 270456887,1
6213,TIC 373707374,0
6214,TIC 157230659,1
6215,TIC 373706557,0
6216,TIC 77044471,1
6217,TIC 373729355,0
6218,TIC 310231275,1
6219,TIC 373730225,0
6220,TIC 310003988,1
6221,TIC 373730586,0
6222,TIC 373730447,0
6223,TIC 373730856,0
6224,TIC 376536373,0
6225,TIC 347013211,1
6226,TIC 376606115,0
6227,TIC 308034948,1
6228,TIC 376606760,0
6229,TIC 405700729,1
6230,TIC 376606223,0
6231,TIC 376607408,0
6232,TIC 376607587,0
6233,TIC 96925186,1
6234,TIC 376608375,0
6235,TIC 149788158,1
6236,TIC 376608014,0
6237,TIC 186936449,1
6238,TIC 376607874,0
6239,TIC 376608629,0
6240,TIC 454038613,1
6241,TIC 376609215,0
6242,TIC 454069765,1
6243,TIC 376608536,0
6244,TIC 376609467,0
6245,TIC 376609591,0
6246,TIC 376630101,0
6247,TIC 376633761,0
6248,TIC 70440470,1
6249,TIC 376687666,0
6250,TIC 110428269,1
6251,TIC 376688975,0
6252,TIC 376689288,0
6253,TIC 240823272,1
6254,TIC 376690368,0
6255,TIC 376691350,0
6256,TIC 421455387,1
6257,TIC 376930392,0
6258,TIC 376977108,0
6259,TIC 428699140,1
6260,TIC 466840711,1
6261,TIC 376980250,0
6262,TIC 376992325,0
6263,TIC 376993033,0
6264,TIC 376994662,0
6265,TIC 138820713,1
6266,TIC 376995032,0
6267,TIC 376996709,0
6268,TIC 377050221,0
6269,TIC 376995707,0
6270,TIC 374400599,1
6271,TIC 376995369,0
6272,TIC 377050568,0
6273,TIC 311035838,1
6274,TIC 377053036,0
6275,TIC 376632626,1
6276,TIC 377052713,0
6277,TIC 253044312,1
6278,TIC 377054794,0
6279,TIC 158241252,1
6280,TIC 377053047,0
6281,TIC 377053663,0
6282,TIC 367099243,1
6283,TIC 377099704,0
6284,TIC 377055637,0
6285,TIC 377103181,0
6286,TIC 377102961,0
6287,TIC 377105443,0
6288,TIC 312862941,1
6289,TIC 377157902,0
6290,TIC 247283054,1
6291,TIC 377158364,0
6292,TIC 377158294,0
6293,TIC 377159029,0
6294,TIC 377160295,0
6295,TIC 377159244,0
6296,TIC 407059875,1
6297,TIC 377190161,0
6298,TIC 377192659,0
6299,TIC 381789320,1
6300,TIC 377192756,0
6301,TIC 377192762,0
6302,TIC 377193744,0
6303,TIC 399868187,1
6304,TIC 377197107,0
6305,TIC 377196762,0
6306,TIC 41995709,1
6307,TIC 377197142,0
6308,TIC 220029715,1
6309,TIC 377253948,0
6310,TIC 97866515,1
6311,TIC 377252256,0
6312,TIC 224271611,1
6313,TIC 377251803,0
6314,TIC 377257563,0
6315,TIC 118339710,1
6316,TIC 377254737,0
6317,TIC 377289837,0
6318,TIC 377292202,0
6319,TIC 377292556,0
6320,TIC 377295633,0
6321,TIC 179317684,1
6322,TIC 10202206,0
6323,TIC 179582003,1
6324,TIC 11939686,0
6325,TIC 180145006,1
6326,TIC 11939866,0
6327,TIC 180285396,1
6328,TIC 11941835,0
6329,TIC 183532609,1
6330,TIC 11942102,0
6331,TIC 183985250,1
6332,TIC 14450304,0
6333,TIC 184240683,1
6334,TIC 14456407,0
6335,TIC 188593930,1
6336,TIC 377304296,0
6337,TIC 197807778,1
6338,TIC 377303812,0
6339,TIC 149603524,1
6340,TIC 377307723,0
6341,TIC 382258844,1
6342,TIC 377307592,0
6343,TIC 260476837,1
6344,TIC 377731192,0
6345,TIC 374997123,1
6346,TIC 377778999,0
6347,TIC 260655847,1
6348,TIC 14456066,0
6349,TIC 199731190,1
6350,TIC 14456675,0
6351,TIC 14456477,0
6352,TIC 201233610,1
6353,TIC 17654527,0
6354,TIC 201248411,1
6355,TIC 17654846,0
6356,TIC 201292545,1
6357,TIC 17655028,0
6358,TIC 204317710,1
6359,TIC 17655673,0
6360,TIC 204376737,1
6361,TIC 377784275,0
6362,TIC 67772767,1
6363,TIC 139528693,1
6364,TIC 7422496,1
6365,TIC 77253676,1
6366,TIC 383552935,0
6367,TIC 300013921,1
6368,TIC 383552818,0
6369,TIC 141527965,1
6370,TIC 17656138,0
6371,TIC 231728511,1
6372,TIC 150247134,1
6373,TIC 17664645,0
6374,TIC 92880568,1
6375,TIC 17665687,0
6376,TIC 294981566,1
6377,TIC 17665664,0
6378,TIC 294781547,1
6379,TIC 248434780,1
6380,TIC 387260245,0
6381,TIC 309791156,1
6382,TIC 387261279,0
6383,TIC 300038935,1
6384,TIC 387290231,0
6385,TIC 142087638,1
6386,TIC 387409873,0
6387,TIC 149990841,1
6388,TIC 387411240,0
6389,TIC 38460940,1
6390,TIC 387411249,0
6391,TIC 219239945,1
6392,TIC 200807066,1
6393,TIC 17665969,0
6394,TIC 382200986,1
6395,TIC 142868621,1
6396,TIC 17666382,0
6397,TIC 260130483,1
6398,TIC 17666841,0
6399,TIC 176778112,1
6400,TIC 279741379,1
6401,TIC 17668155,0
6402,TIC 206609630,1
6403,TIC 17668162,0
6404,TIC 207084429,1
6405,TIC 387450837,0
6406,TIC 207110080,1
6407,TIC 387627109,0
6408,TIC 207238953,1
6409,TIC 207237016,1
6410,TIC 389787816,0
6411,TIC 220414682,1
6412,TIC 389787908,0
6413,TIC 220459826,1
6414,TIC 389787894,0
6415,TIC 17669108,0
6416,TIC 349095149,1
6417,TIC 17739626,0
6418,TIC 17739842,0
6419,TIC 153077621,1
6420,TIC 17740565,0
6421,TIC 55383975,1
6422,TIC 17749073,0
6423,TIC 209464063,1
6424,TIC 33878688,1
6425,TIC 389789901,0
6426,TIC 71512186,1
6427,TIC 237924601,1
6428,TIC 389803724,0
6429,TIC 388198242,1
6430,TIC 389803866,0
6431,TIC 77228304,1
6432,TIC 389803897,0
6433,TIC 149989864,1
6434,TIC 260417932,1
6435,TIC 389913525,0
6436,TIC 146467675,1
6437,TIC 141608198,1
6438,TIC 17750096,0
6439,TIC 38846515,1
6440,TIC 18870694,0
6441,TIC 29781292,1
6442,TIC 18906490,0
6443,TIC 207141131,1
6444,TIC 32498058,1
6445,TIC 220475245,1
6446,TIC 389913701,0
6447,TIC 220518305,1
6448,TIC 389914559,0
6449,TIC 25155310,1
6450,TIC 389958801,0
6451,TIC 224225541,1
6452,TIC 389961595,0
6453,TIC 148228019,1
6454,TIC 389964907,0
6455,TIC 224271611,1
6456,TIC 389966052,0
6457,TIC 117979455,1
6458,TIC 22007112,0
6459,TIC 228381868,1
6460,TIC 22007298,0
6461,TIC 237922465,1
6462,TIC 287329267,1
6463,TIC 139733308,1
6464,TIC 229091748,1
6465,TIC 22017618,0
6466,TIC 229141709,1
6467,TIC 22017780,0
6468,TIC 49899799,1
6469,TIC 271596418,1
6470,TIC 43133039,0
6471,TIC 152476657,1
6472,TIC 43133143,0
6473,TIC 55650590,1
6474,TIC 43133172,0
6475,TIC 43134269,0
6476,TIC 382302241,1
6477,TIC 53482313,0
6478,TIC 41227743,1
6479,TIC 53496772,0
6480,TIC 200322593,1
6481,TIC 53496793,0
6482,TIC 311130133,1
6483,TIC 53498027,0
6484,TIC 232025086,1
6485,TIC 53523370,0
6486,TIC 260128333,1
6487,TIC 53523732,0
6488,TIC 300293197,1
6489,TIC 53523744,0
6490,TIC 94986319,1
6491,TIC 53551551,0
6492,TIC 53750200,1
6493,TIC 53567320,0
6494,TIC 53580461,0
6495,TIC 38571020,1
6496,TIC 53581350,0
6497,TIC 279251651,1
6498,TIC 53581402,0
6499,TIC 233964642,1
6500,TIC 53581420,0
6501,TIC 381976956,1
6502,TIC 75550291,0
6503,TIC 177115354,1
6504,TIC 75551169,0
6505,TIC 234345288,1
6506,TIC 278988097,1
6507,TIC 75585697,0
6508,TIC 75586323,0
6509,TIC 404518509,1
6510,TIC 75585753,0
6511,TIC 88720187,0
6512,TIC 382625239,1
6513,TIC 88721088,0
6514,TIC 234523599,1
6515,TIC 88721486,0
6516,TIC 237914496,1
6517,TIC 101643611,0
6518,TIC 237920046,1
6519,TIC 382068562,1
6520,TIC 101643755,0
6521,TIC 166836920,1
6522,TIC 89256802,1
6523,TIC 101644110,0
6524,TIC 44898913,1
6525,TIC 101644837,0
6526,TIC 140760434,1
6527,TIC 105578479,0
6528,TIC 238004786,1
6529,TIC 105579901,0
6530,TIC 238059180,1
6531,TIC 105579991,0
6532,TIC 141768070,1
6533,TIC 105615661,0
6534,TIC 29960110,1
6535,TIC 105617680,0
6536,TIC 30037565,1
6537,TIC 105618356,0
6538,TIC 309792357,1
6539,TIC 105618383,0
6540,TIC 47911178,1
6541,TIC 105619455,0
6542,TIC 115907066,0
6543,TIC 42821097,1
6544,TIC 115919534,0
6545,TIC 115919622,0
6546,TIC 314865962,1
6547,TIC 115919659,0
6548,TIC 272086159,1
6549,TIC 136992107,0
6550,TIC 232038798,1
6551,TIC 138172018,0
6552,TIC 138727432,1
6553,TIC 138172510,0
6554,TIC 138180900,0
6555,TIC 138181858,0
6556,TIC 300557619,1
6557,TIC 139117732,0
6558,TIC 388106759,1
6559,TIC 139117921,0
6560,TIC 52640302,1
6561,TIC 141159060,0
6562,TIC 300810086,1
6563,TIC 141159064,0
6564,TIC 100608026,1
6565,TIC 38510224,1
6566,TIC 77437543,1
6567,TIC 117979897,1
6568,TIC 141159926,0
6569,TIC 260640693,1
6570,TIC 141176100,0
6571,TIC 388104525,1
6572,TIC 219253008,1
6573,TIC 141179832,0
6574,TIC 382437043,1
6575,TIC 32499655,1
6576,TIC 238197709,1
6577,TIC 240849748,1
6578,TIC 141203136,0
6579,TIC 251852984,1
6580,TIC 148681869,0
6581,TIC 148683224,0
6582,TIC 255560319,1
6583,TIC 148683227,0
6584,TIC 255760319,1
6585,TIC 259863352,1
6586,TIC 260004324,1
6587,TIC 148683836,0
6588,TIC 260043723,1
6589,TIC 148683940,0
6590,TIC 278775625,1
6591,TIC 177077336,1
6592,TIC 134537478,1
6593,TIC 140830390,1
6594,TIC 148684388,0
6595,TIC 350618622,1
6596,TIC 148718383,0
6597,TIC 150428703,1
6598,TIC 148684414,0
6599,TIC 282498590,1
6600,TIC 148719636,0
6601,TIC 167303382,1
6602,TIC 148763842,0
6603,TIC 438295981,1
6604,TIC 154205524,0
6605,TIC 255704097,1
6606,TIC 154205952,0
6607,TIC 300812741,1
6608,TIC 154206048,0
6609,TIC 150428135,1
6610,TIC 155251038,0
6611,TIC 169532369,1
6612,TIC 155252119,0
6613,TIC 279095914,1
6614,TIC 157968450,0
6615,TIC 179308757,1
6616,TIC 192826603,1
6617,TIC 77175217,1
6618,TIC 159158045,0
6619,TIC 141186075,1
6620,TIC 159570042,0
6621,TIC 271900960,1
6622,TIC 165324312,0
6623,TIC 64071894,1
6624,TIC 277103955,1
6625,TIC 165325453,0
6626,TIC 391904697,1
6627,TIC 165916498,0
6628,TIC 220459976,1
6629,TIC 165916831,0
6630,TIC 260304800,1
6631,TIC 165917676,0
6632,TIC 271893367,1
6633,TIC 165942197,0
6634,TIC 278683844,1
6635,TIC 165942226,0
6636,TIC 165943581,0
6637,TIC 170634116,1
6638,TIC 165943584,0
6639,TIC 277099925,1
6640,TIC 165943937,0
6641,TIC 260708537,1
6642,TIC 165944056,0
6643,TIC 167009792,1
6644,TIC 165944252,0
6645,TIC 161477033,1
6646,TIC 165944632,0
6647,TIC 399870368,1
6648,TIC 165944638,0
6649,TIC 262530780,1
6650,TIC 165945379,0
6651,TIC 165945434,0
6652,TIC 165945856,0
6653,TIC 165945961,0
6654,TIC 165976940,0
6655,TIC 220396259,1
6656,TIC 165978900,0
6657,TIC 271596225,1
6658,TIC 165979188,0
6659,TIC 165982520,0
6660,TIC 381979901,1
6661,TIC 165982704,0
6662,TIC 271971130,1
6663,TIC 165983047,0
6664,TIC 165983098,0
6665,TIC 219175972,1
6666,TIC 165983610,0
6667,TIC 279740441,1
6668,TIC 165984323,0
6669,TIC 200723869,1
6670,TIC 165984673,0
6671,TIC 177254988,1
6672,TIC 165984865,0
6673,TIC 160222069,1
6674,TIC 165987639,0
6675,TIC 32090583,1
6676,TIC 165987772,0
6677,TIC 167415965,1
6678,TIC 165987816,0
6679,TIC 165988020,0
6680,TIC 142105158,1
6681,TIC 165988171,0
6682,TIC 365639282,1
6683,TIC 165988384,0
6684,TIC 20178111,1
6685,TIC 165988502,0
6686,TIC 300710077,1
6687,TIC 165988361,0
6688,TIC 358460246,1
6689,TIC 165988642,0
6690,TIC 43647325,1
6691,TIC 165989087,0
6692,TIC 77156657,1
6693,TIC 165989365,0
6694,TIC 396720998,1
6695,TIC 165992843,0
6696,TIC 178155732,1
6697,TIC 165993119,0
6698,TIC 179034327,1
6699,TIC 140691463,1
6700,TIC 165993932,0
6701,TIC 122617317,1
6702,TIC 165994231,0
6703,TIC 206466531,1
6704,TIC 166006341,0
6705,TIC 150271680,1
6706,TIC 166006478,0
6707,TIC 166007269,0
6708,TIC 141770198,1
6709,TIC 166007659,0
6710,TIC 166007767,0
6711,TIC 259389219,1
6712,TIC 166007954,0
6713,TIC 299945285,1
6714,TIC 166008026,0
6715,TIC 364393429,1
6716,TIC 166008036,0
6717,TIC 167342439,1
6718,TIC 166008967,0
6719,TIC 166009220,0
6720,TIC 434260570,1
6721,TIC 166009373,0
6722,TIC 177162886,1
6723,TIC 166009398,0
6724,TIC 166009757,0
6725,TIC 167418903,1
6726,TIC 166010257,0
6727,TIC 66561343,1
6728,TIC 141246588,0
6729,TIC 167418898,1
6730,TIC 382626661,1
6731,TIC 141247931,0
6732,TIC 259511357,1
6733,TIC 141248007,0
6734,TIC 55652896,1
6735,TIC 141248115,0
6736,TIC 408159788,1
6737,TIC 141248738,0
6738,TIC 407966340,1
6739,TIC 141248805,0
6740,TIC 122612091,1
6741,TIC 141249464,0
6742,TIC 280803917,1
6743,TIC 141249488,0
6744,TIC 374829238,1
6745,TIC 141249539,0
6746,TIC 294869729,1
6747,TIC 141264798,0
6748,TIC 238197638,1
6749,TIC 141250058,0
6750,TIC 153065527,1
6751,TIC 141264868,0
6752,TIC 306472057,1
6753,TIC 166010426,0
6754,TIC 350931281,1
6755,TIC 166010616,0
6756,TIC 279425357,1
6757,TIC 166010586,0
6758,TIC 278895705,1
6759,TIC 166049911,0
6760,TIC 280095254,1
6761,TIC 166050029,0
6762,TIC 280830734,1
6763,TIC 166050359,0
6764,TIC 281459670,1
6765,TIC 166051346,0
6766,TIC 281541555,1
6767,TIC 141264990,0
6768,TIC 281575427,1
6769,TIC 141264900,0
6770,TIC 30853470,1
6771,TIC 9858404,1
6772,TIC 166833457,1
6773,TIC 154218314,0
6774,TIC 44792534,1
6775,TIC 154219747,0
6776,TIC 420049884,1
6777,TIC 154219750,0
6778,TIC 382391899,1
6779,TIC 154219845,0
6780,TIC 154220793,0
6781,TIC 281781375,1
6782,TIC 157861642,0
6783,TIC 294780517,1
6784,TIC 157861828,0
6785,TIC 299897516,1
6786,TIC 157861886,0
6787,TIC 300011941,1
6788,TIC 157871996,0
6789,TIC 166051505,0
6790,TIC 270380593,1
6791,TIC 166051878,0
6792,TIC 166052020,0
6793,TIC 350332997,1
6794,TIC 166067088,0
6795,TIC 332660150,1
6796,TIC 166067164,0
6797,TIC 219205407,1
6798,TIC 166067800,0
6799,TIC 259701242,1
6800,TIC 159163331,0
6801,TIC 159163636,0
6802,TIC 150299840,1
6803,TIC 159163699,0
6804,TIC 167719618,1
6805,TIC 159549714,0
6806,TIC 100990000,1
6807,TIC 159549893,0
6808,TIC 365781372,1
6809,TIC 165312720,0
6810,TIC 159951311,1
6811,TIC 165312944,0
6812,TIC 303317324,1
6813,TIC 165313231,0
6814,TIC 303586471,1
6815,TIC 100921768,1
6816,TIC 38939275,1
6817,TIC 173092340,0
6818,TIC 307210830,1
6819,TIC 307716123,1
6820,TIC 166068064,0
6821,TIC 308919449,1
6822,TIC 180568098,0
6823,TIC 316769613,1
6824,TIC 319259194,1
6825,TIC 180570279,0
6826,TIC 180570383,0
6827,TIC 177258735,1
6828,TIC 180570487,0
6829,TIC 100100827,1
6830,TIC 180608500,0
6831,TIC 287326127,1
6832,TIC 202296464,0
6833,TIC 202296476,0
6834,TIC 150430484,1
6835,TIC 207341567,0
6836,TIC 321982642,1
6837,TIC 207341962,0
6838,TIC 322063810,1
6839,TIC 207343292,0
6840,TIC 322307342,1
6841,TIC 219027609,0
6842,TIC 326522874,1
6843,TIC 219027772,0
6844,TIC 31656385,1
6845,TIC 219027835,0
6846,TIC 349576261,1
6847,TIC 219028752,0
6848,TIC 349829627,1
6849,TIC 219029538,0
6850,TIC 350584963,1
6851,TIC 219029578,0
6852,TIC 219030002,0
6853,TIC 30312676,1
6854,TIC 219195044,1
6855,TIC 219229644,1
6856,TIC 212957629,1
6857,TIC 233640042,0
6858,TIC 183593642,1
6859,TIC 180569041,0
6860,TIC 425997655,1
6861,TIC 180569312,0
6862,TIC 294395926,1
6863,TIC 180569375,0
6864,TIC 355509914,1
6865,TIC 180571159,0
6866,TIC 180607164,0
6867,TIC 358248442,1
6868,TIC 180625074,0
6869,TIC 369336146,1
6870,TIC 180624632,0
6871,TIC 369965258,1
6872,TIC 180625187,0
6873,TIC 178289267,1
6874,TIC 328350926,1
6875,TIC 180626426,0
6876,TIC 280865159,1
6877,TIC 180627122,0
6878,TIC 261258875,1
6879,TIC 180627228,0
6880,TIC 375059587,1
6881,TIC 332558858,1
6882,TIC 257527578,1
6883,TIC 253050844,0
6884,TIC 382463648,1
6885,TIC 253053409,0
6886,TIC 389371332,1
6887,TIC 389924075,1
6888,TIC 253052686,0
6889,TIC 391903064,1
6890,TIC 31268146,1
6891,TIC 180627814,0
6892,TIC 67630845,1
6893,TIC 180628643,0
6894,TIC 180629741,0
6895,TIC 268766053,1
6896,TIC 180650703,0
6897,TIC 402319411,1
6898,TIC 180650779,0
6899,TIC 259592689,1
6900,TIC 180651241,0
6901,TIC 166739520,1
6902,TIC 180652045,0
6903,TIC 301051430,1
6904,TIC 415969908,1
6905,TIC 425934411,1
6906,TIC 426017070,1
6907,TIC 284568010,0
6908,TIC 434105094,1
6909,TIC 175532955,1
6910,TIC 441462736,1
6911,TIC 251094370,1
6912,TIC 180652138,0
6913,TIC 180652420,0
6914,TIC 339636032,1
6915,TIC 180653021,0
6916,TIC 178170828,1
6917,TIC 259377017,1
6918,TIC 180654020,0
6919,TIC 180655083,0
6920,TIC 340458804,1
6921,TIC 180655797,0
6922,TIC 170849515,1
6923,TIC 284568250,0
6924,TIC 40083958,1
6925,TIC 92226327,1
6926,TIC 284569224,0
6927,TIC 325680697,1
6928,TIC 149301575,1
6929,TIC 284593073,0
6930,TIC 220016044,1
6931,TIC 284593699,0
6932,TIC 149302744,1
6933,TIC 284594379,0
6934,TIC 321068176,1
6935,TIC 284594297,0
6936,TIC 285094467,0
6937,TIC 220435095,1
6938,TIC 305835862,0
6939,TIC 150098860,1
6940,TIC 305836268,0
6941,TIC 305836254,0
6942,TIC 150437346,1
6943,TIC 1129033,1
6944,TIC 248387177,1
6945,TIC 307787447,0
6946,TIC 348844154,1
6947,TIC 278198753,1
6948,TIC 38509907,1
6949,TIC 321416236,0
6950,TIC 38696105,1
6951,TIC 321416278,0
6952,TIC 179985715,1
6953,TIC 321416281,0
6954,TIC 183537452,1
6955,TIC 180669384,0
6956,TIC 183675732,1
6957,TIC 180670276,0
6958,TIC 180670478,0
6959,TIC 201793781,1
6960,TIC 180671195,0
6961,TIC 206361691,1
6962,TIC 180671652,0
6963,TIC 206541859,1
6964,TIC 180672365,0
6965,TIC 211438925,1
6966,TIC 321454314,0
6967,TIC 224245334,1
6968,TIC 321454553,0
6969,TIC 321454609,0
6970,TIC 230982885,1
6971,TIC 328979536,0
6972,TIC 231912935,1
6973,TIC 328996704,0
6974,TIC 232079930,1
6975,TIC 330798052,0
6976,TIC 234330672,1
6977,TIC 330799787,0
6978,TIC 234489976,1
6979,TIC 330801302,0
6980,TIC 234519192,1
6981,TIC 330802800,0
6982,TIC 237885040,1
6983,TIC 330867484,0
6984,TIC 237913194,1
6985,TIC 279251651,1
6986,TIC 332251039,0
6987,TIC 300557619,1
6988,TIC 313891529,1
6989,TIC 332251340,0
6990,TIC 348844154,1
6991,TIC 180672768,0
6992,TIC 9032368,1
6993,TIC 180673131,0
6994,TIC 13023738,1
6995,TIC 180673979,0
6996,TIC 20897611,1
6997,TIC 180673627,0
6998,TIC 31656385,1
6999,TIC 180673999,0
7000,TIC 180674991,0
7001,TIC 33878688,1
7002,TIC 180675034,0
7003,TIC 180675497,0
7004,TIC 47484268,1
7005,TIC 180675706,0
7006,TIC 49687222,1
7007,TIC 180695775,0
7008,TIC 49710555,1
7009,TIC 180695790,0
7010,TIC 180696385,0
7011,TIC 231736113,1
7012,TIC 332251363,0
7013,TIC 399871011,1
7014,TIC 357317130,0
7015,TIC 452375478,1
7016,TIC 357347511,0
7017,TIC 359185462,0
7018,TIC 117979694,1
7019,TIC 359185852,0
7020,TIC 143271144,1
7021,TIC 359207029,0
7022,TIC 179034327,1
7023,TIC 371834469,0
7024,TIC 434234955,1
7025,TIC 371833954,0
7026,TIC 170789802,1
7027,TIC 371833912,0
7028,TIC 32497972,1
7029,TIC 396720998,1
7030,TIC 1528696,1
7031,TIC 373692709,0
7032,TIC 33521996,1
7033,TIC 77156657,1
7034,TIC 139733308,1
7035,TIC 161477033,1
7036,TIC 376504628,0
7037,TIC 220396259,1
7038,TIC 376504404,0
7039,TIC 170634116,1
7040,TIC 376504773,0
7041,TIC 376504776,0
7042,TIC 180696583,0
7043,TIC 77951245,1
7044,TIC 180696669,0
7045,TIC 350332997,1
7046,TIC 202297279,0
7047,TIC 393414358,1
7048,TIC 202297322,0
7049,TIC 459942762,1
7050,TIC 202297685,0
7051,TIC 71013298,1
7052,TIC 202297742,0
7053,TIC 70899085,1
7054,TIC 202298882,0
7055,TIC 219239945,1
7056,TIC 376504627,0
7057,TIC 376646735,0
7058,TIC 260476837,1
7059,TIC 376654597,0
7060,TIC 32499655,1
7061,TIC 376655485,0
7062,TIC 376663520,0
7063,TIC 188989177,1
7064,TIC 376663813,0
7065,TIC 44898913,1
7066,TIC 376687903,0
7067,TIC 272086159,1
7068,TIC 376687853,0
7069,TIC 259377017,1
7070,TIC 382302241,1
7071,TIC 78055054,1
7072,TIC 376719232,0
7073,TIC 271596418,1
7074,TIC 389785336,0
7075,TIC 389786706,0
7076,TIC 427348923,1
7077,TIC 202298999,0
7078,TIC 354519019,1
7079,TIC 207341204,0
7080,TIC 14091633,1
7081,TIC 207341465,0
7082,TIC 13883872,1
7083,TIC 207342066,0
7084,TIC 13021029,1
7085,TIC 207342884,0
7086,TIC 249067445,1
7087,TIC 224302472,0
7088,TIC 1167538,1
7089,TIC 224302736,0
7090,TIC 4070275,1
7091,TIC 389787078,0
7092,TIC 260043723,1
7093,TIC 389787211,0
7094,TIC 219380235,1
7095,TIC 389789036,0
7096,TIC 167714792,1
7097,TIC 389802425,0
7098,TIC 167661160,1
7099,TIC 389789244,0
7100,TIC 219401954,1
7101,TIC 7624182,1
7102,TIC 389840507,0
7103,TIC 219208037,1
7104,TIC 389839600,0
7105,TIC 262435954,1
7106,TIC 389803953,0
7107,TIC 200296137,1
7108,TIC 389840243,0
7109,TIC 389840760,0
7110,TIC 389841745,0
7111,TIC 200322593,1
7112,TIC 389851465,0
7113,TIC 168871868,1
7114,TIC 224303044,0
7115,TIC 31374837,1
7116,TIC 224303091,0
7117,TIC 449050248,1
7118,TIC 224303868,0
7119,TIC 1449640,1
7120,TIC 224304257,0
7121,TIC 224304177,0
7122,TIC 459952217,1
7123,TIC 224304406,0
7124,TIC 255704097,1
7125,TIC 233639140,0
7126,TIC 53458803,1
7127,TIC 389851666,0
7128,TIC 201508515,1
7129,TIC 389851658,0
7130,TIC 237751146,1
7131,TIC 389852039,0
7132,TIC 281909674,1
7133,TIC 93125144,1
7134,TIC 53593457,1
7135,TIC 389853253,0
7136,TIC 389854613,0
7137,TIC 441462736,1
7138,TIC 233640638,0
7139,TIC 145750719,1
7140,TIC 282835250,0
7141,TIC 207141131,1
7142,TIC 316257201,0
7143,TIC 122612091,1
7144,TIC 316257836,0
7145,TIC 100921768,1
7146,TIC 316259508,0
7147,TIC 321011127,1
7148,TIC 389853984,0
7149,TIC 389854403,0
7150,TIC 159951311,1
7151,TIC 300011941,1
7152,TIC 389871619,0
7153,TIC 280210963,1
7154,TIC 389871189,0
7155,TIC 32830028,1
7156,TIC 339636032,1
7157,TIC 389873950,0
7158,TIC 250386181,1
7159,TIC 320208651,0
7160,TIC 100990000,1
7161,TIC 320208899,0
7162,TIC 152476657,1
7163,TIC 320209703,0
7164,TIC 122617317,1
7165,TIC 320210941,0
7166,TIC 320211318,0
7167,TIC 179159972,1
7168,TIC 320212047,0
7169,TIC 287326127,1
7170,TIC 320212603,0
7171,TIC 219388773,1
7172,TIC 320212529,0
7173,TIC 250484865,1
7174,TIC 321424787,0
7175,TIC 321421950,0
7176,TIC 10837041,1
7177,TIC 321425420,0
7178,TIC 321425544,0
7179,TIC 92226327,1
7180,TIC 389873958,0
7181,TIC 291555748,1
7182,TIC 389877875,0
7183,TIC 389912967,0
7184,TIC 102283403,1
7185,TIC 389912969,0
7186,TIC 36440357,1
7187,TIC 393888836,0
7188,TIC 150271680,1
7189,TIC 393888041,0
7190,TIC 54002556,1
7191,TIC 445070333,0
7192,TIC 207110080,1
7193,TIC 445070408,0
7194,TIC 49079670,1
